sales_id,name,year,selling_price,km_driven,region,state_or_province,city,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,sold,gdp_growth,gscpi
6030,Tata,2012,229999,186000,Central,Texas,Amarillo,Diesel,Individual,Manual,First_Owner,23.57,1396,70.0,140Nm@ 1800-3000rpm,5,N,0.015401085000000002,-0.25819716106988044
6031,Tata,2016,200000,110000,South,Tennessee,Spring Hill,Diesel,Individual,Manual,Second_Owner,25.0,1396,69.0,140Nm@ 1800-3000rpm,5,N,0.0215839,-0.36137639782381054
6032,Ford,2005,150000,120000,South,Tennessee,Spring Hill,Diesel,Individual,Manual,Third_Owner,17.8,1399,68.0,"16.3@ 2,000(kgm@ rpm)",5,N,0.029290675,-0.5281067572390872
6033,Ford,2012,280000,105358,South,Tennessee,Smyrna,Diesel,Individual,Manual,Third_Owner,17.8,1399,67.0,160Nm@ 2000rpm,5,N,0.015401085000000002,-0.25819716106988044
6034,Hyundai,2014,590000,70000,Central,Texas,Abilene,Petrol,Individual,Manual,Second_Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,N,0.026504925000000002,-0.6713802335432447
6035,Hyundai,2010,142000,49200,Central,Texas,Abilene,Petrol,Individual,Manual,Second_Owner,19.81,1086,68.05,99.04Nm@ 4500rpm,5,N,0.027380649999999996,0.2466662547445887
6036,Honda,2017,850000,40000,Central,Texas,Abilene,Petrol,Individual,Manual,First_Owner,17.4,1497,117.6,145Nm@ 4600rpm,5,N,0.029501875,0.3030896510933923
6037,Honda,2014,600000,40000,Central,Texas,Abilene,Diesel,Individual,Manual,Second_Owner,24.2,1498,98.6,200Nm@ 1750rpm,7,N,0.026504925000000002,-0.6713802335432447
6038,Mahindra,2017,700000,40000,Central,Texas,Abilene,Diesel,Individual,Manual,First_Owner,18.49,1493,100.0,240Nm@ 1600-2800rpm,7,N,0.029501875,0.3030896510933923
6039,Chevrolet,2013,200000,70000,South,Tennessee,Smyrna,Petrol,Individual,Manual,First_Owner,18.6,1199,79.4,108Nm@ 4400rpm,5,N,0.029642225,-0.4956352992239145
6040,Hyundai,2016,900000,110000,Central,Texas,Allen,Diesel,Individual,Manual,First_Owner,19.67,1582,126.2,259.9Nm@ 1900-2750rpm,5,N,0.0215839,-0.36137639782381054
6041,Maruti,2014,220000,100000,Central,Texas,Allen,Petrol,Individual,Manual,First_Owner,23.95,998,67.05,90Nm@ 3500rpm,5,N,0.026504925000000002,-0.6713802335432447
6042,Hyundai,2018,650000,10000,Central,Texas,Abilene,Petrol,Individual,Automatic,Second_Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5,N,0.0210273025,0.43406180805167976
6043,Toyota,2017,3100000,70000,Central,Texas,Allen,Diesel,Individual,Automatic,First_Owner,15.04,2755,174.5,450Nm@ 1600-2400rpm,7,N,0.029501875,0.3030896510933923
6044,Toyota,2016,1500000,100600,Central,Texas,Allen,Diesel,Individual,Manual,Second_Owner,13.68,2393,147.8,343Nm@ 1400-2800rpm,8,N,0.0215839,-0.36137639782381054
6045,BMW,2012,1800000,50000,South,Tennessee,Smyrna,Diesel,Individual,Automatic,First_Owner,16.09,1995,184.0,380Nm@ 1750-2750rpm,5,N,0.015401085000000002,-0.25819716106988044
6046,Mahindra,2014,800000,136000,South,Tennessee,Smyrna,Diesel,Individual,Manual,First_Owner,15.1,2179,140.0,330Nm@ 1600-2800rpm,7,N,0.026504925000000002,-0.6713802335432447
6047,Mercedes,2017,2100000,48000,South,Tennessee,Smyrna,Diesel,Individual,Automatic,Second_Owner,17.9,2143,136.0,300Nm@ 1600-3000rpm,5,N,0.029501875,0.3030896510933923
6048,Ford,2010,250000,110000,South,Tennessee,Spring Hill,Diesel,Individual,Manual,Third_Owner,17.8,1399,68.0,"16.3@ 2,000(kgm@ rpm)",5,N,0.027380649999999996,0.2466662547445887
6049,Renault,2012,550000,86000,South,Tennessee,Spring Hill,Diesel,Individual,Manual,First_Owner,19.01,1461,108.45,248Nm@ 2250rpm,5,N,0.015401085000000002,-0.25819716106988044
6050,Maruti,2009,125000,141000,South,Tennessee,Spring Hill,Petrol,Individual,Manual,Second_Owner,19.7,796,46.3,62Nm@ 3000rpm,5,N,0.0010549199999999991,-0.3359574993131331
6051,Honda,2011,450000,80000,South,Tennessee,Oak Ridge,Petrol,Individual,Manual,Third_Owner,17.0,1497,118.0,146Nm at 4800 rpm,5,N,0.015311776249999999,0.33246787608046274
6052,Mahindra,2015,850000,140000,West,California,Palm Springs,Diesel,Individual,Manual,First_Owner,16.0,2179,140.0,330Nm@ 1600-2800rpm,7,N,0.0209784025,-0.4860680299374063
6053,Maruti,2014,459999,65000,West,California,Palm Springs,Diesel,Individual,Manual,Second_Owner,23.4,1248,74.0,190Nm@ 2000rpm,5,N,0.026504925000000002,-0.6713802335432447
6054,Maruti,2014,434999,110000,South,Florida,Palm Beach Gardens,Diesel,Individual,Manual,Second_Owner,23.4,1248,74.0,190Nm@ 2000rpm,5,N,0.026504925000000002,-0.6713802335432447
6055,Tata,2008,120000,100000,South,Florida,Palm Beach Gardens,Diesel,Individual,Manual,Second_Owner,17.0,1405,70.0,"13.5@ 2,500(kgm@ rpm)",5,N,-0.025737475,-0.15531793873190386
6056,Maruti,2015,600000,80000,West,California,Palm Springs,Diesel,Individual,Manual,First_Owner,25.2,1248,74.0,190Nm@ 2000rpm,5,N,0.0209784025,-0.4860680299374063
6057,Maruti,2008,135000,90000,South,Florida,Palm Beach Gardens,Petrol,Individual,Manual,Second_Owner,18.9,998,67.1,90Nm@ 3500rpm,5,N,-0.025737475,-0.15531793873190386
6058,Ford,2016,550000,44000,South,Kentucky,Paducah,Petrol,Individual,Manual,First_Owner,18.16,1196,86.8,112Nm@ 4000rpm,5,N,0.0215839,-0.36137639782381054
6059,Maruti,2014,385000,25000,South,Kentucky,Paducah,Petrol,Individual,Manual,First_Owner,23.1,998,67.04,90Nm@ 3500rpm,5,N,0.026504925000000002,-0.6713802335432447
6060,Hyundai,2016,800000,25000,South,Kentucky,Paducah,Petrol,Individual,Manual,First_Owner,15.29,1591,121.3,151Nm@ 4850rpm,5,N,0.0215839,-0.36137639782381054
6061,Hyundai,2016,780000,35000,South,Kentucky,Paducah,Diesel,Individual,Manual,First_Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5,N,0.0215839,-0.36137639782381054
6062,Maruti,2008,100000,195000,South,Kentucky,Paducah,Petrol,Individual,Manual,Second_Owner,19.7,796,46.3,62Nm@ 3000rpm,5,N,-0.025737475,-0.15531793873190386
6063,Hyundai,2017,650000,60000,South,Kentucky,Owensboro,Diesel,Individual,Manual,First_Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5,N,0.029501875,0.3030896510933923
6064,Maruti,2004,50000,50000,West,California,Petaluma,Petrol,Individual,Manual,First_Owner,16.1,796,37.0,59Nm@ 2500rpm,4,N,0.03296045,-0.055821409714223814
6065,Hyundai,2012,425000,100000,West,California,Pico Rivera,Diesel,Individual,Manual,Second_Owner,22.32,1582,126.32,259.8Nm@ 1900-2750rpm,5,N,0.015401085000000002,-0.25819716106988044
6066,Fiat,2015,500000,70000,Central,Minnesota,Saint Paul,Diesel,Individual,Manual,First_Owner,20.4,1248,91.7,209Nm@ 2000rpm,5,N,0.0209784025,-0.4860680299374063
6067,Maruti,2017,590000,30000,Central,Minnesota,Saint Paul,Diesel,Individual,Manual,First_Owner,25.2,1248,74.0,190Nm@ 2000rpm,5,N,0.029501875,0.3030896510933923
6068,Maruti,2016,459999,27000,Central,Minnesota,Savage,Petrol,Individual,Manual,First_Owner,23.1,998,67.04,90Nm@ 3500rpm,5,N,0.0215839,-0.36137639782381054
6069,Maruti,2020,578000,5000,Central,Minnesota,Savage,Petrol,Individual,Manual,First_Owner,21.21,1197,81.8,113Nm@ 4200rpm,5,N,-0.010235625,1.6366195872768323
6070,Maruti,2012,550000,110000,Central,Minnesota,Savage,Diesel,Individual,Manual,Second_Owner,20.77,1248,88.76,200Nm@ 1750rpm,7,N,0.015401085000000002,-0.25819716106988044
6071,Honda,2013,465000,80000,Central,Minnesota,Saint Paul,Petrol,Individual,Manual,Second_Owner,16.8,1497,116.3,146Nm@ 4800rpm,5,N,0.029642225,-0.4956352992239145
6072,Mahindra,2018,890000,80000,Central,Minnesota,Savage,Diesel,Individual,Manual,First_Owner,16.5,1493,70.0,195Nm@ 1400-2200rpm,7,N,0.0210273025,0.43406180805167976
6073,Mahindra,2014,250000,110000,Central,Minnesota,Saint Paul,Diesel,Individual,Manual,First_Owner,20.8,1461,65.0,160Nm@ 2000rpm,5,N,0.026504925000000002,-0.6713802335432447
6074,Maruti,2018,420000,35000,Central,Minnesota,Saint Paul,Petrol,Individual,Automatic,First_Owner,20.51,998,67.0,90Nm@ 3500rpm,5,N,0.0210273025,0.43406180805167976
6075,Maruti,2017,550000,20000,Central,Minnesota,Saint Paul,Petrol,Individual,Manual,First_Owner,21.21,1197,81.8,113Nm@ 4200rpm,5,N,0.029501875,0.3030896510933923
6076,Maruti,2018,270000,20000,Central,Minnesota,Saint Paul,Petrol,Individual,Manual,First_Owner,24.7,796,47.3,69Nm@ 3500rpm,5,N,0.0210273025,0.43406180805167976
6077,Maruti,2018,700000,7800,East,New Jersey,Belleville,Petrol,Individual,Automatic,First_Owner,22.0,1197,81.8,113Nm@ 4200rpm,5,N,0.0210273025,0.43406180805167976
6078,Maruti,2017,500000,20000,East,Connecticut,Newington,Petrol,Individual,Manual,First_Owner,20.4,1197,81.8,113Nm@ 4200rpm,5,N,0.029501875,0.3030896510933923
6079,Tata,2019,1250000,15000,East,Connecticut,Fairfield,Diesel,Individual,Manual,First_Owner,17.6,2179,147.94,320Nm@ 1500-3000rpm,7,N,0.0329647,-0.03745051713280278
6080,Hyundai,2013,320000,31377,East,New Jersey,Newark,Petrol,Individual,Manual,Second_Owner,18.5,1197,82.85,113.7Nm@ 4000rpm,5,N,0.029642225,-0.4956352992239145
6081,Maruti,2018,700000,50000,East,Vermont,South Burlington,Diesel,Individual,Manual,First_Owner,28.4,1248,74.02,190Nm@ 2000rpm,5,N,0.0210273025,0.43406180805167976
6082,Maruti,2015,290000,60000,West,California,San Jose,Petrol,Individual,Manual,First_Owner,20.51,998,67.04,90Nm@ 3500rpm,5,N,0.0209784025,-0.4860680299374063
6083,Toyota,2012,550000,100000,East,Maine,West Scarborough,Petrol,Individual,Automatic,First_Owner,14.53,1794,138.1,173Nm@ 4000rpm,5,N,0.015401085000000002,-0.25819716106988044
6084,Honda,2012,265000,60000,East,New Hampshire,Dover,Petrol,Individual,Manual,First_Owner,19.4,1198,86.8,109Nm@ 4500rpm,5,N,0.015401085000000002,-0.25819716106988044
6085,Maruti,2018,830000,5000,East,Maine,Biddeford,Petrol,Individual,Automatic,First_Owner,21.4,1197,83.1,115Nm@ 4000rpm,5,N,0.0210273025,0.43406180805167976
6086,Tata,2017,800000,60000,East,Maine,Bangor,Diesel,Individual,Manual,First_Owner,14.1,2179,147.94,320Nm@ 1500-3000rpm,7,N,0.029501875,0.3030896510933923
6087,Maruti,2011,160000,25000,West,California,San Jose,Petrol,Individual,Manual,Second_Owner,19.7,796,46.3,62Nm@ 3000rpm,5,N,0.015311776249999999,0.33246787608046274
6088,Renault,2018,335000,30000,East,Connecticut,Willimantic,Petrol,Individual,Manual,First_Owner,25.17,799,53.3,72Nm@ 4386rpm,5,N,0.0210273025,0.43406180805167976
6089,Datsun,2017,329000,80000,South,Florida,Miami,Petrol,Individual,Manual,Second_Owner,20.63,1198,67.0,104Nm@ 4000rpm,5,N,0.029501875,0.3030896510933923
6090,Maruti,2017,775000,75000,South,Florida,Melbourne,Diesel,Individual,Manual,First_Owner,24.3,1248,88.5,200Nm@ 1750rpm,5,N,0.029501875,0.3030896510933923
6091,Hyundai,2020,524000,32000,South,Florida,Merritt Island,Petrol,Individual,Manual,First_Owner,20.14,1197,81.86,113.75nm@ 4000rpm,5,N,-0.010235625,1.6366195872768323
6092,Maruti,2015,245000,40000,South,Florida,Miami,Petrol,Individual,Manual,First_Owner,22.74,796,47.3,69Nm@ 3500rpm,5,N,0.0209784025,-0.4860680299374063
6093,Hyundai,2012,275000,93000,East,Connecticut,Norwich,Petrol,Individual,Manual,Second_Owner,17.0,1197,80.0,"11.4 kgm at 4,000 rpm",5,N,0.015401085000000002,-0.25819716106988044
6094,Hyundai,2015,610000,50000,East,Massachusetts,Ipswich,Diesel,Individual,Manual,Second_Owner,21.19,1396,88.73,219.66nm@ 1500-2750rpm,5,N,0.0209784025,-0.4860680299374063
6095,Maruti,2015,615000,60000,South,Florida,Merritt Island,Diesel,Individual,Manual,First_Owner,26.59,1248,74.0,190Nm@ 2000rpm,5,N,0.0209784025,-0.4860680299374063
6096,Maruti,2014,684000,60000,West,California,Menlo Park,Diesel,Individual,Manual,Second_Owner,20.77,1248,88.8,200Nm@ 1750rpm,7,N,0.026504925000000002,-0.6713802335432447
6097,Maruti,2014,680000,64000,West,California,Menlo Park,Diesel,Individual,Manual,Second_Owner,20.77,1248,88.8,200Nm@ 1750rpm,7,N,0.026504925000000002,-0.6713802335432447
6098,Renault,2014,500000,120000,South,Florida,Miami,Diesel,Individual,Manual,First_Owner,20.45,1461,83.8,200Nm@ 1900rpm,5,N,0.026504925000000002,-0.6713802335432447
6099,Renault,2014,520000,120000,South,Florida,Merritt Island,Diesel,Individual,Manual,First_Owner,20.45,1461,83.8,200Nm@ 1900rpm,5,N,0.026504925000000002,-0.6713802335432447
6103,Ford,2018,675000,60000,South,Florida,Miami,Diesel,Individual,Manual,First_Owner,24.4,1498,98.63,215Nm@ 1750-3000rpm,5,N,0.0210273025,0.43406180805167976
6104,Mercedes,2011,1350000,81500,East,Massachusetts,Wellesley,Diesel,Individual,Automatic,Second_Owner,14.84,2143,167.62,400Nm@ 1400-2800rpm,5,N,0.015311776249999999,0.33246787608046274
6105,Mercedes,2011,1350000,80000,South,Florida,Merritt Island,Diesel,Individual,Automatic,First_Owner,15.8,2148,170.0,"42@ 2,000(kgm@ rpm)",5,N,0.015311776249999999,0.33246787608046274
6106,Maruti,2019,675000,5000,South,Florida,Merritt Island,Petrol,Individual,Manual,First_Owner,21.21,1197,81.8,113Nm@ 4200rpm,5,N,0.0329647,-0.03745051713280278
6107,Ford,2016,725000,30000,East,New York,Shirley,Diesel,Individual,Manual,First_Owner,21.7,1498,98.96,215Nm@ 1750-2500rpm,5,N,0.0215839,-0.36137639782381054
6108,Mahindra,2019,1200000,15000,East,New York,Shirley,Diesel,Individual,Manual,First_Owner,20.0,1497,115.0,300Nm@ 1500-2500rpm,5,N,0.0329647,-0.03745051713280278
6109,Volkswagen,2018,650000,40000,East,New York,Shirley,Diesel,Dealer,Manual,First_Owner,20.14,1498,88.0,230Nm@ 1500-2500rpm,5,N,0.0210273025,0.43406180805167976
6110,Mahindra,2019,1090000,16500,East,New York,Shirley,Petrol,Dealer,Manual,First_Owner,17.0,1197,110.0,200Nm@ 2000-3500rpm,5,N,0.0329647,-0.03745051713280278
6111,Hyundai,2017,1100000,67000,East,New York,Shirley,Diesel,Individual,Automatic,First_Owner,17.01,1582,126.2,259.9Nm@ 1900-2750rpm,5,N,0.029501875,0.3030896510933923
6112,Hyundai,2017,670000,48000,East,New York,Shirley,Diesel,Individual,Manual,First_Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5,N,0.029501875,0.3030896510933923
6113,Hyundai,2018,780000,35000,East,New York,Shirley,Diesel,Individual,Manual,First_Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5,N,0.0210273025,0.43406180805167976
6114,Maruti,2017,720000,60000,East,Ohio,Cuyahoga Falls,Diesel,Individual,Manual,First_Owner,28.09,1248,88.5,200Nm@ 1750rpm,5,N,0.029501875,0.3030896510933923
6115,Maruti,2018,610000,52000,East,Ohio,Dayton,Petrol,Dealer,Manual,First_Owner,22.0,1197,81.8,113Nm@ 4200rpm,5,N,0.0210273025,0.43406180805167976
6116,Volkswagen,2017,600000,29000,East,Ohio,Delaware,Diesel,Individual,Manual,First_Owner,22.0,1498,108.495,250Nm@ 1500-3000rpm,5,N,0.029501875,0.3030896510933923
6117,Renault,2016,535000,50000,East,Ohio,Dayton,Diesel,Individual,Manual,First_Owner,19.87,1461,83.8,200Nm@ 1750rpm,5,N,0.0215839,-0.36137639782381054
6118,Hyundai,2009,142000,110000,East,Ohio,Cuyahoga Falls,Petrol,Individual,Manual,First_Owner,20.36,1197,78.9,111.7Nm@ 4000rpm,5,N,0.0010549199999999991,-0.3359574993131331
6119,Maruti,2017,515000,23000,East,Ohio,Dayton,Petrol,Individual,Manual,First_Owner,21.4,1197,83.1,115Nm@ 4000rpm,5,N,0.029501875,0.3030896510933923
6120,Datsun,2016,335000,40000,East,Ohio,Dayton,Petrol,Dealer,Manual,First_Owner,20.63,1198,67.0,104Nm@ 4000rpm,5,N,0.0215839,-0.36137639782381054
6121,Hyundai,2017,957000,60000,East,Ohio,Cuyahoga Falls,Diesel,Individual,Manual,First_Owner,21.38,1396,88.7,219.7Nm@ 1500-2750rpm,5,N,0.029501875,0.3030896510933923
6122,Maruti,2017,605000,127000,East,Ohio,Delaware,Diesel,Individual,Manual,First_Owner,28.4,1248,74.02,190Nm@ 2000rpm,5,N,0.029501875,0.3030896510933923
6123,Tata,2013,316000,140000,East,Ohio,Dayton,Diesel,Individual,Manual,First_Owner,21.02,1248,88.76,200Nm@ 1750-3000rpm,5,N,0.029642225,-0.4956352992239145
6124,Renault,2019,675000,5000,East,Ohio,Dayton,Petrol,Individual,Manual,First_Owner,20.0,999,72.0,96Nm@ 3500rpm,7,N,0.0329647,-0.03745051713280278
6125,Maruti,2015,520000,70000,West,Oregon,Redmond,Diesel,Individual,Manual,First_Owner,26.59,1248,74.0,190Nm@ 2000rpm,5,N,0.0209784025,-0.4860680299374063
6126,Maruti,2011,265000,60000,West,Oregon,Redmond,Diesel,Individual,Manual,First_Owner,19.3,1248,73.9,190Nm@ 2000rpm,5,N,0.015311776249999999,0.33246787608046274
6127,Volkswagen,2016,395000,40000,West,Oregon,Redmond,Petrol,Individual,Manual,Second_Owner,16.2,1199,74.0,110Nm@ 3000-4300rpm,5,N,0.0215839,-0.36137639782381054
6128,Volkswagen,2016,385000,40000,West,Oregon,Redmond,Petrol,Individual,Manual,Second_Owner,16.2,1199,74.0,110Nm@ 3000-4300rpm,5,N,0.0215839,-0.36137639782381054
6129,Maruti,2009,142000,70000,West,Oregon,Portland,Petrol,Individual,Manual,Second_Owner,18.9,1061,67.0,84Nm@ 3500rpm,5,N,0.0010549199999999991,-0.3359574993131331
6130,Hyundai,2009,160000,35000,West,Oregon,Portland,Petrol,Individual,Manual,First_Owner,19.81,1086,68.05,99.04Nm@ 4500rpm,5,N,0.0010549199999999991,-0.3359574993131331
6131,Tata,2012,180000,50000,West,Oregon,Portland,Diesel,Individual,Manual,Third_Owner,19.09,1396,69.0,135Nm@ 2500rpm,5,N,0.015401085000000002,-0.25819716106988044
6132,Honda,2013,480000,42462,West,Oregon,Redmond,Petrol,Dealer,Manual,First_Owner,16.8,1497,116.3,146Nm@ 4800rpm,5,N,0.029642225,-0.4956352992239145
6133,Maruti,2015,470000,54723,West,Oregon,Portland,Diesel,Dealer,Manual,First_Owner,25.2,1248,74.0,190Nm@ 2000rpm,5,N,0.0209784025,-0.4860680299374063
6134,Maruti,2018,480000,20375,West,Montana,Bozeman,Petrol,Dealer,Manual,First_Owner,20.89,1197,81.8,113Nm@ 4200rpm,5,N,0.0210273025,0.43406180805167976
6135,Maruti,2013,450000,43978,East,New York,Mount Vernon,Diesel,Dealer,Manual,Second_Owner,28.4,1248,74.0,190Nm@ 2000rpm,5,N,0.029642225,-0.4956352992239145
6136,Maruti,2017,520000,28832,South,North Carolina,Laurinburg,Diesel,Dealer,Manual,First_Owner,23.4,1248,74.0,190Nm@ 2000rpm,5,N,0.029501875,0.3030896510933923
6137,Ford,2019,700000,3177,South,North Carolina,Laurinburg,Petrol,Dealer,Manual,First_Owner,18.5,1194,94.93,119Nm@ 4250rpm,5,N,0.0329647,-0.03745051713280278
6138,Hyundai,2015,400000,39414,South,North Carolina,Laurinburg,Petrol,Dealer,Manual,First_Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5,N,0.0209784025,-0.4860680299374063
6139,Tata,2012,200000,30078,West,Montana,Bozeman,Petrol,Dealer,Manual,First_Owner,15.3,1396,70.0,"12.4@ 2,600(kgm@ rpm)",5,N,0.015401085000000002,-0.25819716106988044
6140,Hyundai,2012,250000,44588,South,North Carolina,Laurinburg,Petrol,Dealer,Manual,First_Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,N,0.015401085000000002,-0.25819716106988044
6141,Maruti,2015,400000,49907,West,Montana,Bozeman,Petrol,Dealer,Manual,First_Owner,21.63,998,67.04,90Nm@ 3500rpm,5,N,0.0209784025,-0.4860680299374063
6142,Maruti,2013,371000,67082,South,North Carolina,Laurinburg,Petrol,Dealer,Manual,Second_Owner,21.21,1197,81.8,113Nm@ 4200rpm,5,N,0.029642225,-0.4956352992239145
6143,Hyundai,2016,450000,40000,East,New York,Mount Vernon,Petrol,Individual,Manual,First_Owner,18.9,1197,82.0,114Nm@ 4000rpm,5,N,0.0215839,-0.36137639782381054
6144,Ford,2016,570000,112879,South,North Carolina,Greenville,Diesel,Dealer,Manual,Second_Owner,23.0,1498,98.96,205Nm@ 1750-3250rpm,5,N,0.0215839,-0.36137639782381054
6145,Honda,2013,300000,80000,South,North Carolina,Hickory,Petrol,Individual,Manual,Second_Owner,19.4,1198,86.8,109Nm@ 4500rpm,5,N,0.029642225,-0.4956352992239145
6146,Hyundai,2017,620000,25000,South,North Carolina,Hickory,Petrol,Individual,Manual,First_Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,N,0.029501875,0.3030896510933923
6147,Honda,2018,949000,10200,West,Nevada,Pahrump,Petrol,Individual,Manual,First_Owner,17.4,1497,117.6,145Nm@ 4600rpm,5,N,0.0210273025,0.43406180805167976
6148,Mahindra,2018,750000,60000,West,Nevada,Pahrump,Diesel,Individual,Manual,First_Owner,16.5,1493,70.0,195Nm@ 1400-2200rpm,7,N,0.0210273025,0.43406180805167976
6149,Maruti,2017,350000,20000,West,Nevada,North Las Vegas,Petrol,Individual,Manual,Second_Owner,23.1,998,67.04,90Nm@ 3500rpm,5,N,0.029501875,0.3030896510933923
6150,Mahindra,2017,1250000,60000,West,Nevada,North Las Vegas,Diesel,Individual,Manual,First_Owner,16.0,2179,140.0,330Nm@ 1600-2800rpm,7,N,0.029501875,0.3030896510933923
6151,Renault,2016,270000,30000,West,Nevada,Las Vegas,Petrol,Individual,Manual,Third_Owner,23.01,999,67.0,91Nm@ 4250rpm,5,N,0.0215839,-0.36137639782381054
6152,Hyundai,2013,235000,40000,West,Nevada,Las Vegas,Petrol,Individual,Manual,Second_Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,N,0.029642225,-0.4956352992239145
6153,Maruti,2016,500000,60000,Central,Michigan,Owosso,Petrol,Individual,Manual,First_Owner,20.4,1197,81.8,113Nm@ 4200rpm,5,N,0.0215839,-0.36137639782381054
6154,Maruti,2012,220000,111000,Central,Michigan,Owosso,Petrol,Individual,Manual,First_Owner,19.7,796,46.3,62Nm@ 3000rpm,5,N,0.015401085000000002,-0.25819716106988044
6155,Maruti,2014,380000,70000,Central,Michigan,Owosso,Diesel,Individual,Manual,Second_Owner,23.4,1248,74.0,190Nm@ 2000rpm,5,N,0.026504925000000002,-0.6713802335432447
6156,Maruti,2010,160000,100000,Central,Michigan,Owosso,Petrol,Individual,Manual,Third_Owner,20.92,998,67.1,90Nm@ 3500rpm,5,N,0.027380649999999996,0.2466662547445887
6157,Maruti,2010,160000,100000,West,Nevada,Pahrump,Petrol,Individual,Manual,Third_Owner,20.92,998,67.1,90Nm@ 3500rpm,5,N,0.027380649999999996,0.2466662547445887
6158,Hyundai,2017,339000,25000,West,Nevada,North Las Vegas,Petrol,Individual,Manual,First_Owner,20.3,998,68.05,94.14Nm@ 3500rpm,5,N,0.029501875,0.3030896510933923
6159,Ford,2011,229999,100000,West,Nevada,North Las Vegas,Petrol,Individual,Manual,First_Owner,15.3,1596,99.6,146Nm@ 3400rpm,5,N,0.015311776249999999,0.33246787608046274
6160,Mahindra,2016,400000,35000,Central,Michigan,Owosso,Diesel,Individual,Manual,First_Owner,25.32,1198,77.0,190Nm@ 1750-2250rpm,6,N,0.0215839,-0.36137639782381054
6161,Hyundai,2018,470000,25000,West,Nevada,Pahrump,Diesel,Individual,Manual,First_Owner,25.4,1186,73.97,190.24nm@ 1750-2250rpm,5,N,0.0210273025,0.43406180805167976
6162,Maruti,2003,45000,58000,West,Nevada,Pahrump,Petrol,Individual,Manual,First_Owner,16.1,796,37.0,59Nm@ 2500rpm,4,N,0.042106674999999996,-0.2490702485993261
6163,Ford,2019,575000,20000,West,Nevada,North Las Vegas,Petrol,Individual,Manual,First_Owner,19.4,1194,94.93,120Nm@ 4250rpm,5,N,0.0329647,-0.03745051713280278
6164,Datsun,2019,325000,1300,West,Nevada,North Las Vegas,Petrol,Individual,Manual,First_Owner,22.5,999,67.0,91Nm@ 4250rpm,5,N,0.0329647,-0.03745051713280278
6165,Maruti,1997,50000,120000,West,Nevada,North Las Vegas,Petrol,Individual,Manual,Second_Owner,16.1,796,37.0,59Nm@ 2500rpm,4,N,0.0438578,
6166,Maruti,2014,350000,15000,South,Florida,Royal Palm Beach,Petrol,Individual,Manual,First_Owner,20.51,998,67.04,90Nm@ 3500rpm,5,N,0.026504925000000002,-0.6713802335432447
6167,Jaguar,2017,2711000,9000,South,Florida,Royal Palm Beach,Diesel,Dealer,Automatic,First_Owner,13.6,1999,177.0,430Nm@ 1750-2500rpm,5,N,0.029501875,0.3030896510933923
6168,Lexus,2019,5150000,20000,South,Florida,Royal Palm Beach,Petrol,Dealer,Automatic,First_Owner,22.37,2487,214.56,202Nm@ 3600-5200rpm,5,N,0.0329647,-0.03745051713280278
6169,Jaguar,2017,3200000,45000,South,Florida,Royal Palm Beach,Diesel,Dealer,Automatic,First_Owner,19.33,1999,177.0,430Nm@ 1750-2500rpm,5,N,0.029501875,0.3030896510933923
6170,Tata,2015,503000,110000,South,Florida,Saint Cloud,Diesel,Individual,Manual,First_Owner,14.1,2179,147.94,320Nm@ 1500-3000rpm,7,N,0.0209784025,-0.4860680299374063
6171,Volvo,2019,3800000,20000,South,Florida,Royal Palm Beach,Diesel,Individual,Automatic,First_Owner,18.0,1969,190.0,400Nm,5,N,0.0329647,-0.03745051713280278
6172,Toyota,2016,2000000,68089,Central,Kansas,Derby,Petrol,Trustmark_Dealer,Automatic,First_Owner,19.16,2494,157.7,213Nm@ 4500rpm,5,N,0.0215839,-0.36137639782381054
6173,Maruti,2013,225000,58343,Central,Kansas,Derby,Petrol,Trustmark_Dealer,Manual,First_Owner,21.79,998,67.05,90Nm@ 3500rpm,5,N,0.029642225,-0.4956352992239145
6174,Maruti,2018,740000,38817,West,California,Bakersfield,Diesel,Dealer,Manual,First_Owner,27.39,1248,74.0,190Nm@ 2000rpm,5,N,0.0210273025,0.43406180805167976
6175,Honda,2016,550000,56494,West,California,Bakersfield,Petrol,Trustmark_Dealer,Manual,First_Owner,18.2,1199,88.7,110Nm@ 4800rpm,5,N,0.0215839,-0.36137639782381054
6176,Toyota,2013,750000,79328,West,California,Bakersfield,Diesel,Trustmark_Dealer,Manual,Second_Owner,12.99,2494,100.6,200Nm@ 1200-3600rpm,7,N,0.029642225,-0.4956352992239145
6177,Maruti,2019,650000,5621,West,California,Bakersfield,Petrol,Trustmark_Dealer,Automatic,First_Owner,22.0,1197,81.8,113Nm@ 4200rpm,5,N,0.0329647,-0.03745051713280278
